id_country,id_compound,toilet_fullclogged,privacy_wall,floor_holes,roof_solid,use_night,nightlight_rep,gender_separated,relationship,hh_cubicle_num,hh_cubicle,cleaning_arrangement,sharing,interface_rep,outflow_rep,D0,age_toilet,clean_comp,handwashing_obs,location,landlord_on_plot,bin_inside,tiling,visible_feces,insects_obs,solidwaste_obs,floor_obs,spotcheck,gender_respondent,gender_hh,hh_size,hhmember_rooms,B11_income_ppp,educ_hh,tenancy,electricity,water,lock,hh_cubicle_fct,cleanliness_rep,cleanliness_obs,cleanliness_cod
Kenya,70,Yes,Solid,No,Solid,Yes,No,No,Close neighbors/landlord,11,more than 10,No,Shared,Improved pit latrine,Single pit,Pit latrine with slab (no water),>9 years / don't know,Not clean,No facility with soap,Inside compound/on plot,landlord on plot,No bin inside cubicle,No tiling,Yes,Yes,No,Finished,Yes,Male,Male,8,8,612.1824303642485,None,Owner,Yes,Improved on premises,Outside and inside,more than 10,Very dirty,Very dirty,Very dirty
Kenya,71,No,Solid,No,Solid,Yes,No,No,Close neighbors/landlord,11,more than 10,Yes,Shared,Improved pit latrine,Single pit,Pit latrine with slab (no water),1-3 years,Clean,No facility with soap,Inside compound/on plot,landlord not on plot,No bin inside cubicle,No tiling,No,No,No,Finished,Yes,Female,Female,7,3.5,142.84256708499132,Secondary,Tenant (informal),Yes,Unimproved/not on premises,Outside and inside,more than 10,Clean,Clean,Neither clean nor dirty
Kenya,350,No,Solid,No,Not solid,Yes,No,No,Other tenants/unknown,3,3,No,Shared,Improved pit latrine,Single pit,Pit latrine with slab (no water),4-6 years,Clean,No facility with soap,Elsewhere,landlord on plot,No bin inside cubicle,No tiling,No,No,No,Finished,Yes,Female,Female,5,1.25,142.84256708499132,None,Owner,Yes,Improved on premises,Outside and inside,3,Neither clean nor dirty,Clean,Neither clean nor dirty
Kenya,72,No,Solid,No,Solid,Yes,No,No,Close neighbors/landlord,11,more than 10,No,Shared,Improved pit latrine,Single pit,Pit latrine with slab (no water),1-3 years,Not clean,No facility with soap,Inside compound/on plot,landlord not on plot,No bin inside cubicle,No tiling,No,No,Yes,Finished,Yes,Female,Male,5,5,NA,Primary,Tenant (informal),Yes,Unimproved/not on premises,Outside and inside,more than 10,Clean,Dirty,Dirty
Kenya,351,No,Solid,No,Solid,Yes,No,No,Close neighbors/landlord,3,3,Yes,Shared,Improved pit latrine,Single pit,Pit latrine with slab (no water),1-3 years,Clean,No facility with soap,Inside compound/on plot,landlord on plot,No bin inside cubicle,No tiling,No,No,No,Finished,Yes,Female,Female,4,1.3333333333333333,NA,Secondary,Owner,Yes,Improved on premises,Outside and inside,3,Very clean,Clean,Neither clean nor dirty
Kenya,73,No,Not solid,No,Not solid,Yes,No,No,Close neighbors/landlord,11,more than 10,No,Shared,Improved pit latrine,Single pit,Pit latrine with slab (no water),<1 Year,Not clean,No facility with soap,Inside compound/on plot,landlord not on plot,No bin inside cubicle,No tiling,No,Yes,No,Finished,Yes,Male,Male,3,3,142.84256708499132,Tertiary,Tenant (informal),No,Unimproved/not on premises,No lock,more than 10,Clean,Dirty,Dirty
Kenya,594,No,Solid,Yes,Not solid,Yes,No,No,Other tenants/unknown,8,8,Yes,Shared,Improved pit latrine,Single pit,Pit latrine with slab (no water),<1 Year,Not clean,No facility with soap,Inside compound/on plot,landlord on plot,No bin inside cubicle,No tiling,Yes,Yes,Yes,Finished,Yes,Female,Male,5,5,20.406081012141616,None,Tenant (informal),Yes,Unimproved/not on premises,Only inside,8,Neither clean nor dirty,Very dirty,Very dirty
Kenya,352,No,Solid,No,Solid,Yes,No,No,Close neighbors/landlord,3,3,Yes,Shared,Pour-flush,Piped sewer system,Pour flush to piped sewer system,>9 years / don't know,Not clean,No facility with soap,Inside compound/on plot,landlord not on plot,No bin inside cubicle,No tiling,No,Yes,Yes,Finished,Yes,Female,Male,4,4,NA,Secondary,Tenant (informal),Yes,Improved on premises,Only inside,3,Neither clean nor dirty,Clean,Neither clean nor dirty
Kenya,596,No,Solid,Yes,Not solid,Yes,No,No,Other tenants/unknown,10,10,No,Shared,Improved pit latrine,Single pit,Pit latrine with slab (no water),>9 years / don't know,Not clean,No facility with soap,Inside compound/on plot,landlord on plot,No bin inside cubicle,No tiling,Yes,Yes,Yes,Finished,Yes,Female,Male,7,3.5,346.90337720640747,Tertiary,Owner,Yes,Unimproved/not on premises,Only outside,10,Dirty,Very dirty,Dirty
Kenya,240,No,Solid,No,Solid,Yes,No,No,Other tenants/unknown,4,4,No,Shared,Pour-flush,Single pit,Pour flush to pit latrine,<1 Year,Clean,No facility with soap,Inside compound/on plot,landlord on plot,No bin inside cubicle,Tiling,No,No,No,Finished,Yes,Female,Female,8,2,122.4364860728497,None,Owner,Yes,Improved on premises,Outside and inside,4,Clean,Very clean,Very clean
Kenya,353,No,Solid,No,Solid,Yes,No,No,Other tenants/unknown,7,7,No,Shared,Improved pit latrine,Single pit,Pit latrine with slab (no water),1-3 years,Not clean,No facility with soap,Inside compound/on plot,landlord not on plot,No bin inside cubicle,No tiling,No,Yes,Yes,Finished,Yes,Male,Female,5,1.6666666666666667,408.12162024283236,Primary,Tenant (formal),Yes,Unimproved/not on premises,Outside and inside,7,Clean,Neither clean nor dirty,Neither clean nor dirty
Kenya,597,Yes,Not solid,No,Not solid,Yes,No,No,Other tenants/unknown,2,2,No,Shared,Improved pit latrine,Single pit,Pit latrine with slab (no water),<1 Year,Not clean,No facility with soap,Inside compound/on plot,landlord not on plot,No bin inside cubicle,No tiling,Yes,Yes,Yes,Finished,Yes,Female,Male,4,4,40.81216202428323,Secondary,Tenant (informal),No,Unimproved/not on premises,No lock,2,Dirty,Very dirty,Dirty
Kenya,241,No,Solid,No,Not solid,Yes,No,No,Other tenants/unknown,9,9,No,Shared,Improved pit latrine,Single pit,Pit latrine with slab (no water),7-9 years,Not clean,No facility with soap,Inside compound/on plot,landlord not on plot,No bin inside cubicle,No tiling,No,Yes,No,Finished,Yes,Male,Male,2,2,183.65472910927454,Primary,Tenant (informal),Yes,Unimproved/not on premises,Only outside,9,Clean,Clean,Very clean
Kenya,354,Yes,Solid,No,Solid,Yes,No,No,Other tenants/unknown,6,6,No,Shared,Improved pit latrine,Single pit,Pit latrine with slab (no water),<1 Year,Not clean,No facility with soap,Inside compound/on plot,landlord not on plot,No bin inside cubicle,No tiling,Yes,Yes,No,Finished,Yes,Male,Male,4,4,367.3094582185491,Tertiary,Tenant (informal),Yes,Unimproved/not on premises,Outside and inside,6,Neither clean nor dirty,Dirty,Very dirty
Kenya,598,Yes,Not solid,No,Not solid,Yes,No,No,Other tenants/unknown,9,9,No,Shared,Improved pit latrine,Single pit,Pit latrine with slab (no water),1-3 years,Not clean,No facility with soap,Inside compound/on plot,landlord not on plot,No bin inside cubicle,No tiling,Yes,Yes,Yes,Finished,Yes,Female,Male,7,3.5,122.4364860728497,Don't know,Tenant (informal),Yes,Unimproved/not on premises,Only inside,9,Dirty,Dirty,Dirty
Kenya,242,Yes,Solid,No,Solid,Yes,No,No,Other tenants/unknown,9,9,No,Shared,Improved pit latrine,Single pit,Pit latrine with slab (no water),1-3 years,Not clean,No facility with soap,Inside compound/on plot,landlord on plot,No bin inside cubicle,No tiling,Yes,Yes,No,Finished,Yes,Female,Male,6,6,NA,Primary,Tenant (informal),Yes,Improved on premises,Outside and inside,9,Clean,Neither clean nor dirty,Neither clean nor dirty
Kenya,599,No,Solid,Yes,Solid,Yes,Yes,No,Other tenants/unknown,3,3,No,Shared,Pour-flush,Septic tank,Pour flush to septic tank,4-6 years,Clean,Facility with soap,Inside compound/on plot,landlord on plot,No bin inside cubicle,No tiling,No,No,No,Finished,Yes,Female,Male,5,2.5,408.12162024283236,Tertiary,Owner,Yes,Improved on premises,Only inside,3,Clean,Clean,Clean
Kenya,243,No,Not solid,No,Solid,Yes,No,No,Other tenants/unknown,11,more than 10,Yes,Shared,Improved pit latrine,Single pit,Pit latrine with slab (no water),>9 years / don't know,Not clean,No facility with soap,Inside compound/on plot,landlord on plot,No bin inside cubicle,No tiling,Yes,Yes,Yes,Finished,Yes,Female,Female,6,3,61.21824303642485,None,Owner,Yes,Unimproved/not on premises,Only outside,more than 10,Neither clean nor dirty,Dirty,Neither clean nor dirty
Kenya,600,Yes,Solid,No,Not solid,Yes,No,No,Other tenants/unknown,5,5,No,Shared,Improved pit latrine,Single pit,Pit latrine with slab (no water),7-9 years,Not clean,No facility with soap,Inside compound/on plot,landlord on plot,No bin inside cubicle,No tiling,Yes,Yes,No,Finished,Yes,Female,Male,5,5,61.21824303642485,Secondary,Tenant (informal),Yes,Unimproved/not on premises,Only outside,5,Clean,Dirty,Neither clean nor dirty
Kenya,500,Yes,Solid,No,Solid,Yes,No,No,Close neighbors/landlord,11,more than 10,No,Shared,Improved pit latrine,Single pit,Pit latrine with slab (no water),<1 Year,Not clean,No facility with soap,Inside compound/on plot,landlord on plot,No bin inside cubicle,No tiling,No,No,Yes,Finished,Yes,Female,Male,5,5,NA,None,Tenant (informal),Yes,Unimproved/not on premises,Outside and inside,more than 10,Neither clean nor dirty,Neither clean nor dirty,Dirty
Kenya,440,Yes,Solid,No,Solid,Yes,No,No,Only relatives,3,3,No,Shared,Improved pit latrine,Single pit,Pit latrine with slab (no water),7-9 years,Not clean,No facility with soap,Inside compound/on plot,landlord on plot,No bin inside cubicle,No tiling,Yes,Yes,Yes,Finished,Yes,Female,Male,4,4,0,Secondary,Tenant (informal),Yes,Unimproved/not on premises,No lock,3,Neither clean nor dirty,Very dirty,Very dirty
Kenya,690,No,Solid,No,Not solid,Yes,No,No,Other tenants/unknown,8,8,No,Shared,Improved pit latrine,Single pit,Pit latrine with slab (no water),1-3 years,Not clean,No facility with soap,Inside compound/on plot,landlord not on plot,No bin inside cubicle,No tiling,Yes,Yes,No,Finished,Yes,Male,Male,4,4,510.1520253035404,Secondary,Tenant (informal),Yes,Improved on premises,Outside and inside,8,Clean,Dirty,Neither clean nor dirty
Kenya,154,No,Solid,No,Solid,Yes,No,No,Other tenants/unknown,11,more than 10,No,Shared,Improved pit latrine,Single pit,Pit latrine with slab (no water),>9 years / don't know,Not clean,No facility with soap,Inside compound/on plot,landlord on plot,No bin inside cubicle,No tiling,No,Yes,No,Finished,Yes,Male,Female,6,3,NA,Don't know,Owner,Yes,Unimproved/not on premises,Outside and inside,more than 10,Clean,Dirty,Dirty
Kenya,441,No,Solid,No,Not solid,Yes,No,No,Other tenants/unknown,6,6,No,Shared,Improved pit latrine,Single pit,Pit latrine with slab (no water),<1 Year,Not clean,No facility with soap,Inside compound/on plot,landlord on plot,No bin inside cubicle,No tiling,No,Yes,Yes,Finished,Yes,Female,Male,7,7,71.42128354249566,Primary,Tenant (informal),Yes,Improved on premises,Only inside,6,Neither clean nor dirty,Dirty,NA
Kenya,155,No,Solid,No,Solid,No,No,No,Other tenants/unknown,6,6,No,Shared,Improved pit latrine,Single pit,Pit latrine with slab (no water),<1 Year,Not clean,No facility with soap,Inside compound/on plot,landlord not on plot,No bin inside cubicle,No tiling,No,Yes,Yes,Finished,Yes,Female,Female,4,2,102.03040506070809,Primary,Tenant (informal),No,Improved on premises,Outside and inside,6,Clean,Dirty,Dirty
Kenya,691,Yes,Not solid,No,Not solid,Yes,No,No,Other tenants/unknown,4,4,No,Shared,Improved pit latrine,Single pit,Pit latrine with slab (no water),>9 years / don't know,Not clean,No facility with soap,Inside compound/on plot,landlord on plot,No bin inside cubicle,No tiling,Yes,Yes,Yes,Finished,Yes,Female,Female,7,3.5,40.81216202428323,None,Owner,Yes,Unimproved/not on premises,No lock,4,Clean,Dirty,Very dirty
Kenya,156,No,Solid,No,Solid,Yes,No,No,Other tenants/unknown,5,5,Yes,Shared,Improved pit latrine,Single pit,Pit latrine with slab (no water),1-3 years,Not clean,No facility with soap,Inside compound/on plot,landlord not on plot,No bin inside cubicle,No tiling,No,Yes,No,Finished,Yes,Female,Female,4,4,NA,None,Tenant (informal),No,Improved on premises,Outside and inside,5,Clean,Dirty,Neither clean nor dirty
Kenya,442,No,Solid,No,Not solid,Yes,No,No,Close neighbors/landlord,11,more than 10,No,Shared,Improved pit latrine,Single pit,Pit latrine with slab (no water),1-3 years,Not clean,No facility with soap,Inside compound/on plot,landlord on plot,No bin inside cubicle,No tiling,No,Yes,Yes,Finished,Yes,Female,Male,5,2.5,0,Secondary,Tenant (informal),Yes,Improved on premises,Only inside,more than 10,Dirty,Neither clean nor dirty,Neither clean nor dirty
Kenya,502,Yes,Solid,No,Solid,Yes,No,No,Close neighbors/landlord,11,more than 10,No,Shared,Improved pit latrine,Single pit,Pit latrine with slab (no water),<1 Year,Not clean,No facility with soap,Inside compound/on plot,landlord on plot,No bin inside cubicle,No tiling,No,Yes,Yes,Finished,Yes,Female,Male,4,4,NA,Secondary,Tenant (informal),Yes,Unimproved/not on premises,Outside and inside,more than 10,Neither clean nor dirty,Neither clean nor dirty,Very clean
Kenya,692,No,Solid,No,Solid,Yes,No,Private toilet,Only relatives,1,1,Not shared,Private,Improved pit latrine,Single pit,Pit latrine with slab (no water),4-6 years,Not clean,No facility with soap,Inside compound/on plot,landlord on plot,No bin inside cubicle,No tiling,No,Yes,Yes,Finished,Yes,Female,Female,7,3.5,20.406081012141616,None,Owner,No,Improved on premises,Outside and inside,1,Very clean,Clean,Very dirty
Kenya,443,No,Solid,No,Solid,Yes,Yes,No,Close neighbors/landlord,3,3,Yes,Shared,Improved pit latrine,Single pit,Pit latrine with slab (no water),4-6 years,Clean,No facility with soap,Inside compound/on plot,landlord on plot,No bin inside cubicle,No tiling,No,No,No,Finished,Yes,Male,Male,6,3,306.09121518212424,Secondary,Tenant (informal),Yes,Improved on premises,Outside and inside,3,Very clean,Very clean,Very clean
Kenya,693,No,Solid,No,Solid,Yes,No,No,Other tenants/unknown,2,2,No,Shared,Improved pit latrine,Single pit,Pit latrine with slab (no water),4-6 years,Not clean,No facility with soap,Inside compound/on plot,landlord on plot,No bin inside cubicle,No tiling,Yes,Yes,No,Finished,Yes,Female,Female,8,2,163.24864809713293,None,Owner,Yes,Improved on premises,Outside and inside,2,Clean,Dirty,Very dirty
Kenya,444,No,Solid,Yes,Not solid,Yes,No,No,Only relatives,3,3,No,Shared,Improved pit latrine,Single pit,Pit latrine with slab (no water),4-6 years,Not clean,No facility with soap,Inside compound/on plot,landlord not on plot,No bin inside cubicle,No tiling,No,Yes,Yes,Finished,Yes,Female,Male,5,2.5,0,Primary,Tenant (informal),Yes,Unimproved/not on premises,Outside and inside,3,Dirty,Dirty,Dirty
Kenya,445,No,Not solid,No,Solid,Yes,No,No,Other tenants/unknown,5,5,No,Shared,Improved pit latrine,Single pit,Pit latrine with slab (no water),7-9 years,Not clean,No facility with soap,Inside compound/on plot,landlord on plot,No bin inside cubicle,No tiling,No,No,Yes,Finished,Yes,Female,Female,1,0.5,0,Primary,Free rent,Yes,Improved on premises,Outside and inside,5,Clean,Neither clean nor dirty,Very dirty
Kenya,595,No,Solid,No,Not solid,Yes,No,No,Other tenants/unknown,6,6,No,Shared,Improved pit latrine,Single pit,Pit latrine with slab (no water),1-3 years,Not clean,No facility with soap,Inside compound/on plot,landlord on plot,No bin inside cubicle,No tiling,No,Yes,No,Finished,Yes,Female,Male,4,4,102.03040506070809,Tertiary,Tenant (informal),Yes,Improved on premises,Outside and inside,6,Clean,Clean,Neither clean nor dirty
Kenya,153,No,Solid,No,Not solid,Yes,No,No,Other tenants/unknown,9,9,No,Shared,Improved pit latrine,Single pit,Pit latrine with slab (no water),1-3 years,Not clean,No facility with soap,Inside compound/on plot,landlord on plot,No bin inside cubicle,No tiling,No,Yes,No,Finished,Yes,Female,Female,4,4,NA,Primary,Tenant (informal),No,Unimproved/not on premises,Only outside,9,Clean,Dirty,Neither clean nor dirty
Kenya,501,No,Solid,No,Solid,Yes,No,No,Close neighbors/landlord,11,more than 10,No,Shared,Improved pit latrine,Single pit,Pit latrine with slab (no water),<1 Year,Not clean,No facility with soap,Inside compound/on plot,landlord on plot,No bin inside cubicle,No tiling,No,Yes,Yes,Finished,Yes,Female,Male,6,6,122.4364860728497,Primary,Tenant (informal),Yes,Unimproved/not on premises,No lock,more than 10,Neither clean nor dirty,Neither clean nor dirty,Very dirty
Kenya,157,Yes,Solid,No,Not solid,Yes,No,No,Other tenants/unknown,5,5,No,Shared,Improved pit latrine,Single pit,Pit latrine with slab (no water),>9 years / don't know,Not clean,No facility with soap,Inside compound/on plot,landlord not on plot,No bin inside cubicle,No tiling,No,Yes,Yes,Finished,Yes,Female,Male,8,4,NA,Tertiary,Tenant (informal),Yes,Improved on premises,No lock,5,Neither clean nor dirty,Very dirty,Clean
Kenya,158,No,Solid,No,Not solid,Yes,No,No,Other tenants/unknown,11,more than 10,No,Shared,Improved pit latrine,Single pit,Pit latrine with slab (no water),<1 Year,Not clean,No facility with soap,Inside compound/on plot,landlord not on plot,No bin inside cubicle,No tiling,No,Yes,Yes,Finished,Yes,Female,Male,4,4,306.09121518212424,Primary,Tenant (informal),Yes,Unimproved/not on premises,Only inside,more than 10,Clean,Dirty,Neither clean nor dirty
Kenya,159,No,Not solid,No,Solid,Yes,No,No,Close neighbors/landlord,2,2,No,Shared,Improved pit latrine,Single pit,Pit latrine with slab (no water),1-3 years,Not clean,No facility with soap,Inside compound/on plot,landlord on plot,No bin inside cubicle,No tiling,No,Yes,Yes,Finished,Yes,Female,Male,4,4,NA,Tertiary,Tenant (informal),Yes,Unimproved/not on premises,Outside and inside,2,Clean,Neither clean nor dirty,Clean
Kenya,74,No,Solid,No,Not solid,Yes,No,No,Close neighbors/landlord,11,more than 10,No,Shared,Improved pit latrine,Single pit,Pit latrine with slab (no water),4-6 years,Not clean,No facility with soap,Inside compound/on plot,landlord not on plot,No bin inside cubicle,No tiling,No,Yes,No,Finished,Yes,Female,Male,7,7,NA,Primary,Tenant (formal),Yes,Unimproved/not on premises,No lock,more than 10,Dirty,Clean,NA
Kenya,160,No,Not solid,No,Not solid,Yes,No,No,Other tenants/unknown,11,more than 10,No,Shared,Improved pit latrine,Single pit,Pit latrine with slab (no water),>9 years / don't know,Not clean,No facility with soap,Inside compound/on plot,landlord on plot,No bin inside cubicle,No tiling,No,Yes,No,Finished,Yes,Female,Male,6,1.5,NA,Primary,Owner,Yes,Improved on premises,Only inside,more than 10,Very clean,Dirty,Very dirty
Kenya,75,No,Solid,No,Not solid,Yes,No,No,Close neighbors/landlord,11,more than 10,No,Shared,Improved pit latrine,Single pit,Pit latrine with slab (no water),1-3 years,Not clean,No facility with soap,Inside compound/on plot,landlord not on plot,No bin inside cubicle,No tiling,No,Yes,No,Finished,Yes,Male,Male,8,2,NA,Secondary,Tenant (informal),Yes,Unimproved/not on premises,Only outside,more than 10,Dirty,Clean,Neither clean nor dirty
Kenya,161,No,Solid,No,Solid,No,No,No,Other tenants/unknown,10,10,No,Shared,Improved pit latrine,Single pit,Pit latrine with slab (no water),<1 Year,Not clean,No facility with soap,Inside compound/on plot,landlord on plot,No bin inside cubicle,No tiling,Yes,Yes,Yes,Finished,Yes,Female,Male,3,3,612.1824303642485,Tertiary,Tenant (informal),Yes,Improved on premises,Outside and inside,10,Clean,Very dirty,Clean
Kenya,76,Yes,Solid,No,Solid,No,Yes,No,Close neighbors/landlord,6,6,No,Shared,Improved pit latrine,Single pit,Pit latrine with slab (no water),<1 Year,Not clean,No facility with soap,Inside compound/on plot,landlord not on plot,No bin inside cubicle,No tiling,No,Yes,No,Finished,Yes,Female,Male,11,3.6666666666666665,NA,Don't know,Tenant (informal),No,Improved on premises,Outside and inside,6,Very dirty,Clean,Neither clean nor dirty
Kenya,162,No,Solid,No,Solid,Yes,No,No,Other tenants/unknown,9,9,No,Shared,Improved pit latrine,Single pit,Pit latrine with slab (no water),>9 years / don't know,Not clean,No facility with soap,Inside compound/on plot,landlord not on plot,No bin inside cubicle,No tiling,No,Yes,Yes,Finished,Yes,Female,Male,6,2,NA,Primary,Tenant (informal),Yes,Improved on premises,Outside and inside,9,Clean,Dirty,Very dirty
Kenya,252,Yes,Solid,No,Not solid,Yes,No,No,Other tenants/unknown,2,2,No,Shared,Improved pit latrine,Single pit,Pit latrine with slab (no water),1-3 years,Not clean,No facility with soap,Inside compound/on plot,landlord not on plot,No bin inside cubicle,Tiling,Yes,Yes,No,Finished,Yes,Female,Male,4,2,510.1520253035404,Tertiary,Tenant (informal),Yes,Improved on premises,No lock,2,Neither clean nor dirty,Clean,Dirty
Kenya,77,No,Solid,No,Solid,Yes,No,No,Close neighbors/landlord,9,9,No,Shared,Improved pit latrine,Single pit,Pit latrine with slab (no water),4-6 years,Not clean,No facility with soap,Inside compound/on plot,landlord not on plot,No bin inside cubicle,No tiling,No,Yes,No,Finished,Yes,Female,Male,6,2,NA,None,Tenant (informal),Yes,Improved on premises,Outside and inside,9,Very clean,Clean,Neither clean nor dirty
Kenya,253,Yes,Not solid,Yes,Not solid,Yes,No,No,Other tenants/unknown,5,5,No,Shared,Improved pit latrine,Single pit,Pit latrine with slab (no water),1-3 years,Not clean,No facility with soap,Inside compound/on plot,landlord on plot,No bin inside cubicle,No tiling,Yes,Yes,Yes,Rudimentary,Yes,Female,Male,4,2,306.09121518212424,None,Tenant (informal),Yes,Unimproved/not on premises,No lock,5,Very dirty,Very dirty,Very dirty
Kenya,584,Yes,Not solid,No,Not solid,Yes,No,No,Other tenants/unknown,4,4,No,Shared,Improved pit latrine,Single pit,Pit latrine with slab (no water),7-9 years,Not clean,No facility with soap,Inside compound/on plot,landlord on plot,No bin inside cubicle,No tiling,Yes,Yes,Yes,Finished,Yes,Male,Male,3,1.5,204.06081012141618,Primary,Owner,Yes,Improved on premises,No lock,4,Clean,Very dirty,Very dirty
Kenya,78,No,Solid,No,Solid,Yes,No,No,Close neighbors/landlord,3,3,No,Shared,Improved pit latrine,Single pit,Pit latrine with slab (no water),4-6 years,Clean,No facility with soap,Inside compound/on plot,landlord not on plot,No bin inside cubicle,No tiling,No,No,No,Finished,Yes,Male,Male,5,1.6666666666666667,142.84256708499132,Primary,Tenant (informal),Yes,Improved on premises,Only outside,3,Very clean,Clean,Neither clean nor dirty
Kenya,254,No,Solid,No,Not solid,Yes,No,No,Other tenants/unknown,8,8,No,Shared,Improved pit latrine,Single pit,Pit latrine with slab (no water),1-3 years,Not clean,No facility with soap,Inside compound/on plot,landlord on plot,No bin inside cubicle,No tiling,No,Yes,No,Finished,Yes,Female,Male,3,3,NA,Secondary,Tenant (informal),Yes,Improved on premises,Outside and inside,8,Clean,Clean,Clean
Kenya,79,Yes,Solid,No,Not solid,Yes,No,No,Close neighbors/landlord,11,more than 10,No,Shared,Improved pit latrine,Single pit,Pit latrine with slab (no water),>9 years / don't know,Not clean,No facility with soap,Inside compound/on plot,landlord on plot,No bin inside cubicle,No tiling,Yes,Yes,No,Finished,Yes,Female,Female,2,0.6666666666666666,4.081216202428323,None,Owner,No,Improved on premises,Outside and inside,more than 10,Very clean,Very dirty,Very dirty
Kenya,585,Yes,Solid,No,Not solid,Yes,No,Private toilet,Only relatives,1,1,Not shared,Private,Improved pit latrine,Single pit,Pit latrine with slab (no water),>9 years / don't know,Not clean,No facility with soap,Inside compound/on plot,landlord on plot,No bin inside cubicle,No tiling,Yes,Yes,No,Finished,Yes,Female,Male,6,3,NA,Secondary,Tenant (informal),Yes,Improved on premises,Outside and inside,1,Clean,Very dirty,Very dirty
Kenya,255,No,Solid,No,Solid,Yes,No,No,Other tenants/unknown,2,2,No,Shared,Improved pit latrine,Single pit,Pit latrine with slab (no water),4-6 years,Not clean,No facility with soap,Inside compound/on plot,landlord not on plot,No bin inside cubicle,No tiling,No,Yes,No,Finished,Yes,Female,Male,5,5,NA,Tertiary,Tenant (formal),Yes,Improved on premises,Only outside,2,Neither clean nor dirty,Clean,Dirty
Kenya,586,Yes,Not solid,No,Solid,Yes,No,No,Other tenants/unknown,3,3,No,Shared,Improved pit latrine,Single pit,Pit latrine with slab (no water),1-3 years,Not clean,No facility with soap,Inside compound/on plot,landlord not on plot,No bin inside cubicle,No tiling,Yes,No,No,Finished,Yes,Male,Male,4,2,510.1520253035404,Tertiary,Tenant (informal),Yes,Improved on premises,Outside and inside,3,Neither clean nor dirty,Neither clean nor dirty,Very dirty
Kenya,256,No,Solid,No,Solid,Yes,No,Private toilet,Only relatives,1,1,Not shared,Private,Improved pit latrine,Single pit,Pit latrine with slab (no water),4-6 years,Not clean,No facility with soap,Inside compound/on plot,landlord on plot,No bin inside cubicle,No tiling,No,Yes,Yes,Finished,Yes,Female,Female,4,2,NA,None,Owner,No,Improved on premises,Outside and inside,1,Clean,Clean,Very dirty
Kenya,587,No,Solid,Yes,Solid,Yes,No,No,Other tenants/unknown,4,4,No,Shared,Improved pit latrine,Single pit,Pit latrine with slab (no water),1-3 years,Clean,No facility with soap,Inside compound/on plot,landlord not on plot,No bin inside cubicle,No tiling,No,No,No,Finished,Yes,Female,Male,5,2.5,NA,Secondary,Tenant (informal),Yes,Improved on premises,Outside and inside,4,Clean,Clean,Very clean
Kenya,257,No,Solid,No,Not solid,Yes,No,No,Other tenants/unknown,11,more than 10,No,Shared,Improved pit latrine,Single pit,Pit latrine with slab (no water),4-6 years,Not clean,No facility with soap,Inside compound/on plot,landlord not on plot,No bin inside cubicle,No tiling,Yes,Yes,No,Finished,Yes,Female,Male,5,5,NA,Secondary,Tenant (informal),Yes,Improved on premises,No lock,more than 10,Clean,Clean,Very dirty
Kenya,588,No,Not solid,Yes,Not solid,Yes,No,No,Other tenants/unknown,5,5,No,Shared,Improved pit latrine,Single pit,Pit latrine with slab (no water),>9 years / don't know,Not clean,No facility with soap,Inside dwelling,landlord on plot,No bin inside cubicle,No tiling,No,Yes,Yes,Finished,Yes,Male,Female,2,2,NA,Don't know,Owner,No,Unimproved/not on premises,No lock,5,Clean,Dirty,Clean
Kenya,339,No,Solid,No,Solid,Yes,Yes,No,Only relatives,5,5,No,Shared,Improved pit latrine,Single pit,Pit latrine with slab (no water),>9 years / don't know,Clean,No facility with soap,Inside compound/on plot,landlord on plot,No bin inside cubicle,No tiling,No,No,No,Finished,Yes,Female,Female,11,1.5714285714285714,NA,None,Owner,Yes,Improved on premises,Outside and inside,5,Very clean,Clean,Clean
Kenya,340,No,Solid,No,Solid,Yes,No,Private toilet,Only relatives,1,1,Not shared,Private,Pour-flush,Septic tank,Pour flush to septic tank,>9 years / don't know,Clean,No facility with soap,Inside compound/on plot,landlord not on plot,No bin inside cubicle,No tiling,No,No,No,Finished,Yes,Female,Female,3,1,204.06081012141618,Tertiary,Tenant (informal),Yes,Improved on premises,Only outside,1,Clean,Very clean,Clean
Kenya,341,No,Solid,No,Not solid,Yes,No,No,Close neighbors/landlord,3,3,No,Shared,Improved pit latrine,Single pit,Pit latrine with slab (no water),<1 Year,Not clean,No facility with soap,Inside compound/on plot,landlord not on plot,No bin inside cubicle,No tiling,No,Yes,No,Finished,Yes,Female,Male,3,1,NA,Tertiary,Tenant (informal),Yes,Unimproved/not on premises,Outside and inside,3,Neither clean nor dirty,Dirty,Dirty
Kenya,342,No,Solid,No,Solid,Yes,No,No,Other tenants/unknown,6,6,No,Shared,Improved pit latrine,Single pit,Pit latrine with slab (no water),1-3 years,Not clean,No facility with soap,Inside compound/on plot,landlord on plot,No bin inside cubicle,No tiling,No,Yes,No,Finished,Yes,Female,Male,5,1.6666666666666667,NA,Primary,Tenant (informal),Yes,Improved on premises,Outside and inside,6,Neither clean nor dirty,Clean,NA
