id_country,id_compound,toilet_fullclogged,privacy_wall,floor_holes,roof_solid,use_night,nightlight_rep,gender_separated,relationship,hh_cubicle_num,hh_cubicle,cleaning_arrangement,sharing,interface_rep,outflow_rep,D0,age_toilet,clean_comp,handwashing_obs,location,landlord_on_plot,bin_inside,tiling,visible_feces,insects_obs,solidwaste_obs,floor_obs,spotcheck,gender_respondent,gender_hh,hh_size,hhmember_rooms,B11_income_ppp,educ_hh,tenancy,electricity,water,lock,hh_cubicle_fct,cleanliness_rep,cleanliness_obs,cleanliness_cod
Kenya,12,No,Solid,No,Not solid,Yes,No,No,Close neighbors/landlord,6,6,No,Shared,Improved pit latrine,Single pit,Pit latrine with slab (no water),<1 Year,Not clean,No facility with soap,Inside compound/on plot,landlord not on plot,No bin inside cubicle,No tiling,No,Yes,No,Finished,Yes,Male,Male,3,1.5,40.81216202428323,Tertiary,Tenant (informal),Yes,Unimproved/not on premises,Outside and inside,6,Clean,Neither clean nor dirty,Neither clean nor dirty
Kenya,618,No,Solid,No,Solid,Yes,No,No,Close neighbors/landlord,4,4,No,Shared,Improved pit latrine,Single pit,Pit latrine with slab (no water),1-3 years,Not clean,No facility with soap,Inside compound/on plot,landlord not on plot,No bin inside cubicle,No tiling,Yes,Yes,No,Finished,Yes,Female,Female,4,2,20.406081012141616,Tertiary,Tenant (informal),Yes,Improved on premises,Outside and inside,4,Clean,Dirty,Dirty
Kenya,13,Yes,Not solid,No,Not solid,Yes,No,No,Close neighbors/landlord,11,more than 10,Yes,Shared,Improved pit latrine,Single pit,Pit latrine with slab (no water),4-6 years,Not clean,No facility with soap,Inside compound/on plot,landlord not on plot,No bin inside cubicle,No tiling,Yes,Yes,Yes,Finished,Yes,Female,Female,5,1.25,102.03040506070809,Tertiary,Tenant (informal),Yes,Improved on premises,Outside and inside,more than 10,Clean,Very dirty,Very dirty
Kenya,619,No,Solid,No,Solid,Yes,No,No,Other tenants/unknown,5,5,No,Shared,Improved pit latrine,Single pit,Pit latrine with slab (no water),1-3 years,Not clean,No facility with soap,Inside compound/on plot,landlord not on plot,No bin inside cubicle,No tiling,No,Yes,No,Finished,Yes,Female,Male,6,6,81.62432404856646,Secondary,Tenant (informal),Yes,Improved on premises,Outside and inside,5,Clean,Clean,NA
Kenya,283,Yes,Solid,Yes,Not solid,Yes,No,No,Other tenants/unknown,10,10,No,Shared,Improved pit latrine,Single pit,Pit latrine with slab (no water),>9 years / don't know,Not clean,No facility with soap,Inside compound/on plot,landlord not on plot,No bin inside cubicle,No tiling,Yes,Yes,Yes,Finished,Yes,Male,Male,3,3,306.09121518212424,Primary,Tenant (informal),Yes,Unimproved/not on premises,Outside and inside,10,Clean,Very dirty,Dirty
Kenya,536,No,Solid,No,Solid,Yes,No,No,Other tenants/unknown,2,2,No,Shared,Improved pit latrine,Single pit,Pit latrine with slab (no water),<1 Year,Not clean,No facility with soap,Inside compound/on plot,landlord not on plot,No bin inside cubicle,No tiling,No,Yes,No,Finished,Yes,Female,Female,3,3,102.03040506070809,Primary,Tenant (informal),Yes,Unimproved/not on premises,Outside and inside,2,Clean,Neither clean nor dirty,Dirty
Kenya,537,No,Solid,No,Solid,Yes,No,No,Other tenants/unknown,3,3,No,Shared,Improved pit latrine,Single pit,Pit latrine with slab (no water),1-3 years,Not clean,No facility with soap,Inside compound/on plot,landlord on plot,No bin inside cubicle,No tiling,No,Yes,Yes,Finished,Yes,Female,Male,4,4,NA,Don't know,Owner,Yes,Unimproved/not on premises,Outside and inside,3,Clean,Dirty,Neither clean nor dirty
Kenya,285,No,Solid,No,Solid,Yes,No,No,Close neighbors/landlord,6,6,Yes,Shared,Pour-flush,Don't know,Pour flush to don't know where,1-3 years,Clean,No facility with soap,Inside compound/on plot,landlord not on plot,No bin inside cubicle,No tiling,No,No,No,Finished,Yes,Female,Male,5,1.6666666666666667,NA,Secondary,Tenant (informal),Yes,Improved on premises,Outside and inside,6,Very clean,Clean,Neither clean nor dirty
Kenya,538,No,Solid,No,Solid,Yes,No,No,Other tenants/unknown,4,4,Yes,Shared,Pour-flush,Single pit,Pour flush to pit latrine,<1 Year,Not clean,No facility with soap,Inside compound/on plot,landlord not on plot,No bin inside cubicle,No tiling,Yes,Yes,Yes,Finished,Yes,Female,Male,9,2.25,244.8729721456994,Secondary,Tenant (informal),Yes,Improved on premises,No lock,4,Clean,Dirty,Dirty
Kenya,286,No,Solid,No,Not solid,Yes,No,No,Other tenants/unknown,11,more than 10,No,Shared,Pour-flush,Don't know,Pour flush to don't know where,1-3 years,Not clean,No facility with soap,Inside compound/on plot,landlord not on plot,No bin inside cubicle,No tiling,No,No,Yes,Finished,Yes,Female,Male,5,2.5,NA,Primary,Tenant (informal),Yes,Unimproved/not on premises,Outside and inside,more than 10,Very clean,Dirty,Neither clean nor dirty
Kenya,539,No,Solid,No,Not solid,Yes,No,No,Other tenants/unknown,8,8,No,Shared,Improved pit latrine,Single pit,Pit latrine with slab (no water),>9 years / don't know,Not clean,No facility with soap,Inside compound/on plot,landlord not on plot,No bin inside cubicle,No tiling,No,Yes,Yes,Finished,Yes,Female,Male,5,2.5,102.03040506070809,Primary,Tenant (informal),Yes,Unimproved/not on premises,No lock,8,Neither clean nor dirty,Neither clean nor dirty,Neither clean nor dirty
Kenya,287,No,Solid,No,Solid,Yes,No,No,Other tenants/unknown,11,more than 10,No,Shared,Improved pit latrine,Single pit,Pit latrine with slab (no water),>9 years / don't know,Clean,No facility with soap,Inside dwelling,landlord not on plot,No bin inside cubicle,No tiling,No,No,No,Rudimentary,Yes,Female,Male,9,4.5,244.8729721456994,Secondary,Tenant (informal),Yes,Improved on premises,Outside and inside,more than 10,Clean,Neither clean nor dirty,Very clean
Kenya,540,No,Solid,No,Solid,Yes,No,No,Other tenants/unknown,11,more than 10,No,Shared,Improved pit latrine,Single pit,Pit latrine with slab (no water),<1 Year,Not clean,No facility with soap,Inside compound/on plot,landlord on plot,No bin inside cubicle,No tiling,No,No,Yes,Finished,Yes,Female,Male,5,5,183.65472910927454,Primary,Tenant (informal),Yes,Unimproved/not on premises,Only outside,more than 10,Clean,Neither clean nor dirty,Very dirty
Kenya,288,No,Solid,No,Solid,Yes,No,No,Other tenants/unknown,11,more than 10,No,Shared,Improved pit latrine,Single pit,Pit latrine with slab (no water),1-3 years,Not clean,No facility with soap,Inside compound/on plot,landlord not on plot,No bin inside cubicle,No tiling,No,Yes,Yes,Finished,Yes,Female,Male,7,7,NA,Primary,Tenant (informal),Yes,Unimproved/not on premises,Outside and inside,more than 10,Dirty,Dirty,Dirty
Kenya,516,No,Solid,No,Solid,Yes,Yes,Private toilet,Only relatives,1,1,Not shared,Private,Pour-flush,Don't know,Pour flush to don't know where,>9 years / don't know,Clean,No facility with soap,Inside dwelling,landlord not on plot,No bin inside cubicle,No tiling,No,No,No,Finished,Yes,Female,Male,4,2,NA,Don't know,Tenant (informal),Yes,Unimproved/not on premises,Outside and inside,1,Clean,Dirty,Dirty
Kenya,517,No,Solid,No,Solid,Yes,Yes,Private toilet,Only relatives,1,1,Not shared,Private,Pour-flush,Single pit,Pour flush to pit latrine,<1 Year,Clean,Facility with soap,Inside dwelling,landlord on plot,No bin inside cubicle,Tiling,No,No,No,Finished,Yes,Female,Male,7,2.3333333333333335,306.09121518212424,Tertiary,Free rent,Yes,Unimproved/not on premises,Outside and inside,1,Very clean,Very clean,Very dirty
Kenya,518,No,Solid,No,Solid,Yes,Yes,Private toilet,Only relatives,1,1,Not shared,Private,Pour-flush,Septic tank,Pour flush to septic tank,>9 years / don't know,Clean,No facility with soap,Inside dwelling,landlord on plot,No bin inside cubicle,Tiling,No,No,No,Finished,Yes,Male,Male,1,0.3333333333333333,61.21824303642485,Secondary,Owner,Yes,Improved on premises,Outside and inside,1,Very clean,Very clean,Neither clean nor dirty
Kenya,519,No,Solid,No,Solid,Yes,Yes,Private toilet,Only relatives,1,1,Not shared,Private,Flush,Don't know,Flush to don't know where,>9 years / don't know,Clean,Facility with soap,Inside dwelling,landlord not on plot,No bin inside cubicle,Tiling,No,No,No,Finished,Yes,Female,Male,4,1.3333333333333333,367.3094582185491,Tertiary,Tenant (formal),Yes,Improved on premises,Outside and inside,1,Very clean,Very clean,Very clean
Kenya,520,No,Solid,No,Solid,Yes,Yes,Private toilet,Only relatives,1,1,Not shared,Private,Flush,Piped sewer system,Flush to piped sewer system,>9 years / don't know,Clean,No facility with soap,Inside dwelling,landlord not on plot,No bin inside cubicle,Tiling,No,No,No,Finished,Yes,Female,Male,6,2,408.12162024283236,Don't know,Tenant (informal),Yes,Improved on premises,Outside and inside,1,Very clean,Neither clean nor dirty,Very clean
Kenya,521,No,Solid,No,Solid,Yes,Yes,Private toilet,Only relatives,1,1,Not shared,Private,Flush,Septic tank,Flush to septic tank,>9 years / don't know,Clean,No facility with soap,Inside dwelling,landlord not on plot,No bin inside cubicle,No tiling,No,No,No,Finished,Yes,Female,Male,8,2.6666666666666665,NA,Secondary,Tenant (informal),Yes,Improved on premises,Outside and inside,1,Very clean,Very clean,Dirty
Kenya,244,No,Solid,No,Solid,Yes,No,Private toilet,Only relatives,1,1,Not shared,Private,Improved pit latrine,Single pit,Pit latrine with slab (no water),7-9 years,Not clean,No facility with soap,Inside compound/on plot,landlord on plot,No bin inside cubicle,No tiling,No,Yes,No,Finished,Yes,Female,Female,4,2,NA,Secondary,Owner,Yes,Improved on premises,Outside and inside,1,Very clean,Clean,Clean
Kenya,290,No,Solid,No,Solid,Yes,Yes,Private toilet,Only relatives,1,1,Not shared,Private,Pour-flush,Piped sewer system,Pour flush to piped sewer system,>9 years / don't know,Clean,Facility with soap,Inside dwelling,landlord not on plot,No bin inside cubicle,Tiling,No,No,No,Finished,Yes,Female,Female,4,0.8,346.90337720640747,Secondary,Tenant (informal),Yes,Improved on premises,Outside and inside,1,Very clean,Very clean,Very clean
Kenya,522,No,Solid,No,Solid,Yes,Yes,Private toilet,Only relatives,1,1,Not shared,Private,Flush,Piped sewer system,Flush to piped sewer system,>9 years / don't know,Clean,Facility with soap,Inside dwelling,landlord not on plot,No bin inside cubicle,Tiling,No,No,No,Finished,Yes,Male,Male,4,2,NA,Tertiary,Tenant (formal),Yes,Improved on premises,Outside and inside,1,Clean,Very clean,Very clean
Kenya,245,No,Solid,No,Solid,Yes,Yes,Private toilet,Only relatives,1,1,Not shared,Private,Pour-flush,Septic tank,Pour flush to septic tank,>9 years / don't know,Clean,Facility with soap,Inside dwelling,landlord not on plot,No bin inside cubicle,Tiling,No,No,No,Finished,Yes,Female,Male,5,1.6666666666666667,NA,Tertiary,Tenant (informal),Yes,Improved on premises,Outside and inside,1,Very clean,Very clean,Very clean
Kenya,523,No,Solid,No,Solid,Yes,Yes,Private toilet,Only relatives,1,1,Not shared,Private,Flush,Single pit,Flush to pit latrine,>9 years / don't know,Clean,No facility with soap,Inside dwelling,landlord on plot,No bin inside cubicle,Tiling,No,No,No,Finished,Yes,Female,Female,5,1.6666666666666667,NA,Primary,Tenant (formal),Yes,Improved on premises,Outside and inside,1,Very clean,Neither clean nor dirty,Very clean
Kenya,291,No,Solid,No,Solid,Yes,No,Private toilet,Only relatives,1,1,Not shared,Private,Pour-flush,Piped sewer system,Pour flush to piped sewer system,>9 years / don't know,Clean,Facility with soap,Inside compound/on plot,landlord not on plot,No bin inside cubicle,Tiling,No,No,No,Finished,Yes,Female,Male,4,1.3333333333333333,714.2128354249566,Secondary,Tenant (informal),Yes,Unimproved/not on premises,Outside and inside,1,Very clean,Clean,Very clean
Kenya,246,No,Solid,No,Solid,Yes,No,Private toilet,Only relatives,1,1,Not shared,Private,Pour-flush,Septic tank,Pour flush to septic tank,>9 years / don't know,Clean,No facility with soap,Inside compound/on plot,landlord not on plot,No bin inside cubicle,No tiling,No,No,No,Finished,Yes,Female,Male,7,1.75,NA,Tertiary,Tenant (informal),Yes,Improved on premises,Outside and inside,1,Clean,Clean,Clean
Kenya,398,No,Solid,No,Solid,Yes,Yes,Private toilet,Only relatives,1,1,Not shared,Private,Flush,Piped sewer system,Flush to piped sewer system,>9 years / don't know,Clean,Facility with soap,Inside dwelling,landlord on plot,No bin inside cubicle,Tiling,No,No,No,Finished,Yes,Female,Male,4,0.6666666666666666,0,Primary,Owner,Yes,Improved on premises,Outside and inside,1,Very clean,Very clean,Very clean
Kenya,292,No,Solid,No,Solid,Yes,Yes,Private toilet,Only relatives,1,1,Not shared,Private,Pour-flush,Piped sewer system,Pour flush to piped sewer system,>9 years / don't know,Clean,No facility with soap,Inside dwelling,landlord not on plot,No bin inside cubicle,No tiling,No,No,No,Finished,Yes,Female,Male,5,1.6666666666666667,918.2736455463728,Tertiary,Tenant (informal),Yes,Improved on premises,Outside and inside,1,Very clean,Neither clean nor dirty,Neither clean nor dirty
Kenya,247,No,Solid,No,Solid,Yes,No,Private toilet,Only relatives,1,1,Not shared,Private,Improved pit latrine,Single pit,Pit latrine with slab (no water),>9 years / don't know,Not clean,No facility with soap,Inside compound/on plot,landlord on plot,No bin inside cubicle,No tiling,No,Yes,No,Finished,Yes,Female,Male,7,1.75,NA,Tertiary,Owner,Yes,Improved on premises,Outside and inside,1,Very clean,Clean,Neither clean nor dirty
Kenya,399,No,Solid,No,Solid,Yes,Yes,Private toilet,Only relatives,1,1,Not shared,Private,Pour-flush,Septic tank,Pour flush to septic tank,>9 years / don't know,Clean,Facility with soap,Inside dwelling,landlord on plot,No bin inside cubicle,Tiling,No,No,No,Finished,Yes,Female,Female,7,1,214.263850627487,Tertiary,Owner,Yes,Improved on premises,Outside and inside,1,Very clean,Very clean,NA
Kenya,293,No,Solid,No,Solid,Yes,No,Private toilet,Only relatives,1,1,Not shared,Private,Pour-flush,Piped sewer system,Pour flush to piped sewer system,>9 years / don't know,Clean,No facility with soap,Inside dwelling,landlord not on plot,No bin inside cubicle,No tiling,No,No,No,Finished,Yes,Female,Male,3,0.75,510.1520253035404,Secondary,Tenant (informal),Yes,Unimproved/not on premises,Outside and inside,1,Very clean,Very clean,Very clean
Kenya,294,No,Solid,No,Solid,Yes,Yes,Private toilet,Only relatives,1,1,Not shared,Private,Flush,Piped sewer system,Flush to piped sewer system,>9 years / don't know,Clean,No facility with soap,Inside dwelling,landlord not on plot,No bin inside cubicle,Tiling,No,No,No,Finished,Yes,Female,Male,4,0.8,NA,Tertiary,Tenant (informal),Yes,Improved on premises,Outside and inside,1,Very clean,Very clean,Clean
Kenya,400,No,Solid,No,Solid,Yes,No,Private toilet,Only relatives,1,1,Not shared,Private,Improved pit latrine,Single pit,Pit latrine with slab (no water),>9 years / don't know,Clean,No facility with soap,Inside compound/on plot,landlord on plot,No bin inside cubicle,No tiling,No,No,No,Finished,Yes,Female,Female,8,1.6,510.1520253035404,None,Owner,Yes,Unimproved/not on premises,Outside and inside,1,Very clean,Clean,Very clean
Kenya,248,No,Solid,No,Solid,Yes,No,Private toilet,Only relatives,1,1,Not shared,Private,Improved pit latrine,Single pit,Pit latrine with slab (no water),1-3 years,Not clean,No facility with soap,Inside compound/on plot,landlord on plot,No bin inside cubicle,No tiling,No,Yes,Yes,Finished,Yes,Female,Male,7,1.75,NA,Don't know,Owner,Yes,Improved on premises,Outside and inside,1,Very clean,Clean,Very dirty
Kenya,401,No,Solid,No,Not solid,No,No,Private toilet,Only relatives,1,1,Not shared,Private,Improved pit latrine,Single pit,Pit latrine with slab (no water),>9 years / don't know,Not clean,No facility with soap,Inside compound/on plot,landlord on plot,No bin inside cubicle,No tiling,No,Yes,Yes,Finished,Yes,Female,Male,9,2.25,183.65472910927454,None,Owner,No,Unimproved/not on premises,No lock,1,Clean,Neither clean nor dirty,Neither clean nor dirty
Kenya,249,No,Solid,No,Solid,Yes,No,Private toilet,Only relatives,1,1,Not shared,Private,Improved pit latrine,Single pit,Pit latrine with slab (no water),1-3 years,Not clean,No facility with soap,Inside compound/on plot,landlord on plot,No bin inside cubicle,No tiling,No,Yes,No,Finished,Yes,Female,Male,5,1.6666666666666667,NA,Don't know,Owner,No,Improved on premises,No lock,1,Neither clean nor dirty,Clean,Neither clean nor dirty
Kenya,295,No,Solid,No,Solid,Yes,No,Private toilet,Only relatives,1,1,Not shared,Private,Improved pit latrine,Single pit,Pit latrine with slab (no water),>9 years / don't know,Not clean,No facility with soap,Inside compound/on plot,landlord not on plot,No bin inside cubicle,No tiling,Yes,Yes,Yes,Finished,Yes,Female,Female,5,2.5,NA,Primary,Tenant (informal),Yes,Unimproved/not on premises,Outside and inside,1,Clean,Very dirty,Very dirty
Kenya,402,No,Solid,No,Solid,Yes,Yes,Private toilet,Only relatives,1,1,Not shared,Private,Flush,Septic tank,Flush to septic tank,>9 years / don't know,Clean,Facility with soap,Inside dwelling,landlord on plot,Bin inside cubicle,Tiling,No,No,No,Finished,Yes,Female,Male,6,1.2,816.2432404856647,Secondary,Owner,Yes,Improved on premises,Outside and inside,1,Very clean,Very clean,Very clean
Kenya,250,No,Solid,No,Not solid,Yes,No,Private toilet,Only relatives,1,1,Not shared,Private,Improved pit latrine,Single pit,Pit latrine with slab (no water),4-6 years,Not clean,No facility with soap,Inside compound/on plot,landlord on plot,No bin inside cubicle,No tiling,No,Yes,Yes,Finished,Yes,Female,Male,10,2.5,NA,Primary,Owner,Yes,Unimproved/not on premises,Only outside,1,Clean,Clean,Dirty
Kenya,296,No,Solid,No,Solid,Yes,Yes,Private toilet,Only relatives,1,1,Not shared,Private,Flush,Piped sewer system,Flush to piped sewer system,>9 years / don't know,Clean,Facility with soap,Inside dwelling,landlord not on plot,No bin inside cubicle,Tiling,No,No,No,Finished,Yes,Female,Female,5,1.25,306.09121518212424,Secondary,Tenant (informal),Yes,Improved on premises,Outside and inside,1,Very clean,Very clean,Clean
Kenya,403,No,Solid,No,Solid,Yes,No,Private toilet,Only relatives,1,1,Not shared,Private,Improved pit latrine,Single pit,Pit latrine with slab (no water),1-3 years,Not clean,No facility with soap,Elsewhere,landlord on plot,No bin inside cubicle,No tiling,No,Yes,Yes,Finished,Yes,Male,Male,9,2.25,0,Primary,Owner,Yes,Improved on premises,No lock,1,Clean,Dirty,Dirty
Kenya,251,No,Solid,No,Solid,Yes,Yes,Private toilet,Only relatives,1,1,Not shared,Private,Pour-flush,Septic tank,Pour flush to septic tank,7-9 years,Clean,No facility with soap,Inside compound/on plot,landlord on plot,No bin inside cubicle,No tiling,No,No,No,Finished,Yes,Female,Male,7,2.3333333333333335,NA,Tertiary,Owner,Yes,Improved on premises,Outside and inside,1,Very clean,Very clean,Neither clean nor dirty
Kenya,643,No,Solid,No,Solid,Yes,No,Private toilet,Only relatives,1,1,Not shared,Private,Improved pit latrine,Single pit,Pit latrine with slab (no water),4-6 years,Not clean,No facility with soap,Inside dwelling,landlord on plot,No bin inside cubicle,No tiling,No,Yes,No,Finished,Yes,Female,Female,9,2.25,408.12162024283236,Secondary,Owner,Yes,Improved on premises,Outside and inside,1,Clean,Clean,NA
Kenya,297,No,Solid,No,Solid,Yes,Yes,Private toilet,Only relatives,1,1,Not shared,Private,Flush,Piped sewer system,Flush to piped sewer system,>9 years / don't know,Clean,Facility with soap,Inside dwelling,landlord not on plot,No bin inside cubicle,Tiling,No,No,No,Finished,Yes,Female,Male,6,1.5,NA,Secondary,Tenant (informal),Yes,Improved on premises,Outside and inside,1,Very clean,Very clean,Very dirty
Kenya,404,No,Solid,No,Solid,Yes,No,Private toilet,Only relatives,1,1,Not shared,Private,Improved pit latrine,Single pit,Pit latrine with slab (no water),1-3 years,Not clean,No facility with soap,Inside compound/on plot,landlord on plot,No bin inside cubicle,No tiling,No,Yes,No,Finished,Yes,Male,Male,7,3.5,408.12162024283236,Tertiary,Owner,Yes,Unimproved/not on premises,No lock,1,Very clean,Clean,Clean
Kenya,620,No,Solid,No,Solid,Yes,No,Private toilet,Only relatives,1,1,Not shared,Private,Improved pit latrine,Single pit,Pit latrine with slab (no water),1-3 years,Not clean,No facility with soap,Inside compound/on plot,landlord on plot,No bin inside cubicle,No tiling,No,Yes,Yes,Finished,Yes,Male,Male,1,0.25,61.21824303642485,Tertiary,Owner,Yes,Improved on premises,Outside and inside,1,Clean,Dirty,Clean
Kenya,405,No,Solid,No,Solid,Yes,No,Private toilet,Only relatives,1,1,Not shared,Private,Improved pit latrine,Single pit,Pit latrine with slab (no water),1-3 years,Not clean,No facility with soap,Inside compound/on plot,landlord on plot,No bin inside cubicle,No tiling,No,No,Yes,Finished,Yes,Female,Female,6,2,306.09121518212424,Primary,Owner,Yes,Improved on premises,Outside and inside,1,Very clean,Clean,Neither clean nor dirty
Kenya,644,No,Solid,No,Solid,Yes,No,Private toilet,Only relatives,1,1,Not shared,Private,Improved pit latrine,Single pit,Pit latrine with slab (no water),4-6 years,Not clean,No facility with soap,Inside compound/on plot,landlord on plot,No bin inside cubicle,No tiling,No,Yes,No,Finished,Yes,Female,Female,2,0.5,20.406081012141616,None,Owner,Yes,Improved on premises,Outside and inside,1,Clean,Dirty,Neither clean nor dirty
Kenya,645,No,Solid,No,Solid,Yes,No,Private toilet,Only relatives,1,1,Not shared,Private,Improved pit latrine,Single pit,Pit latrine with slab (no water),1-3 years,Not clean,No facility with soap,Inside compound/on plot,landlord on plot,No bin inside cubicle,No tiling,Yes,Yes,No,Finished,Yes,Male,Male,1,0.3333333333333333,40.81216202428323,Primary,Owner,Yes,Improved on premises,Outside and inside,1,Clean,Dirty,Dirty
Kenya,646,No,Solid,No,Solid,Yes,No,Private toilet,Only relatives,1,1,Not shared,Private,Improved pit latrine,Single pit,Pit latrine with slab (no water),1-3 years,Not clean,No facility with soap,Inside compound/on plot,landlord on plot,No bin inside cubicle,No tiling,Yes,Yes,No,Finished,Yes,Female,Female,1,0.3333333333333333,20.406081012141616,Primary,Owner,Yes,Improved on premises,Outside and inside,1,Clean,Dirty,NA
Kenya,647,No,Solid,No,Solid,Yes,No,Private toilet,Only relatives,1,1,Not shared,Private,Pour-flush,Septic tank,Pour flush to septic tank,<1 Year,Clean,No facility with soap,Inside compound/on plot,landlord on plot,No bin inside cubicle,Tiling,No,No,No,Finished,Yes,Female,Male,1,0.5,40.81216202428323,Primary,Owner,Yes,Improved on premises,Outside and inside,1,Very clean,Very clean,Clean
Kenya,654,No,Solid,No,Solid,Yes,No,Private toilet,Only relatives,1,1,Not shared,Private,Improved pit latrine,Single pit,Pit latrine with slab (no water),>9 years / don't know,Not clean,No facility with soap,Elsewhere,landlord on plot,No bin inside cubicle,No tiling,No,Yes,No,Finished,Yes,Male,Male,3,1,81.62432404856646,Tertiary,Owner,Yes,Improved on premises,Outside and inside,1,Clean,Dirty,Clean
Kenya,51,Yes,Not solid,No,Solid,Yes,No,Private toilet,Only relatives,1,1,Not shared,Private,Improved pit latrine,Single pit,Pit latrine with slab (no water),>9 years / don't know,Not clean,No facility with soap,Inside compound/on plot,landlord on plot,No bin inside cubicle,No tiling,Yes,No,No,Finished,Yes,Female,Female,6,2,NA,Don't know,Owner,Yes,Improved on premises,No lock,1,Clean,Clean,Clean
Kenya,648,No,Solid,No,Solid,Yes,Yes,Private toilet,Only relatives,1,1,Not shared,Private,Flush,Septic tank,Flush to septic tank,>9 years / don't know,Clean,No facility with soap,Inside dwelling,landlord on plot,No bin inside cubicle,No tiling,No,No,No,Finished,Yes,Female,Female,4,0.8,91.82736455463727,Secondary,Owner,Yes,Improved on premises,Outside and inside,1,Very clean,Very clean,Dirty
Kenya,52,No,Solid,No,Solid,Yes,No,Private toilet,Only relatives,1,1,Not shared,Private,Improved pit latrine,Single pit,Pit latrine with slab (no water),1-3 years,Not clean,No facility with soap,Inside compound/on plot,landlord on plot,No bin inside cubicle,No tiling,No,Yes,No,Finished,Yes,Female,Female,7,1.4,102.03040506070809,Secondary,Owner,Yes,Unimproved/not on premises,Outside and inside,1,Clean,Dirty,Clean
Kenya,53,Yes,Solid,No,Not solid,Yes,No,Private toilet,Only relatives,1,1,Not shared,Private,Improved pit latrine,Single pit,Pit latrine with slab (no water),>9 years / don't know,Not clean,No facility with soap,Inside compound/on plot,landlord on plot,No bin inside cubicle,No tiling,Yes,Yes,Yes,Finished,Yes,Male,Male,11,1.8333333333333333,NA,Tertiary,Owner,Yes,Improved on premises,Outside and inside,1,Clean,Clean,Very dirty
Kenya,54,No,Solid,No,Not solid,Yes,Yes,Private toilet,Only relatives,1,1,Not shared,Private,Flush,Piped sewer system,Flush to piped sewer system,>9 years / don't know,Clean,Facility with soap,Inside dwelling,landlord not on plot,No bin inside cubicle,No tiling,No,No,No,Finished,Yes,Male,Male,9,2.25,204.06081012141618,Secondary,Tenant (informal),Yes,Improved on premises,Only inside,1,Very clean,Clean,Very clean
Kenya,55,No,Solid,No,Solid,Yes,Yes,Private toilet,Only relatives,1,1,Not shared,Private,Pour-flush,Septic tank,Pour flush to septic tank,>9 years / don't know,Clean,Facility with soap,Inside dwelling,landlord on plot,No bin inside cubicle,Tiling,No,No,No,Finished,Yes,Female,Female,5,2.5,NA,Tertiary,Owner,Yes,Improved on premises,Outside and inside,1,Very clean,Very clean,Very clean
Kenya,56,No,Solid,No,Solid,Yes,Yes,Private toilet,Only relatives,1,1,Not shared,Private,Pour-flush,Septic tank,Pour flush to septic tank,4-6 years,Clean,Facility with soap,Inside compound/on plot,landlord not on plot,No bin inside cubicle,Tiling,No,No,No,Finished,Yes,Female,Female,7,3.5,1428.425670849913,Tertiary,Tenant (informal),Yes,Improved on premises,No lock,1,Very clean,Very clean,Very clean
Kenya,57,No,Solid,No,Solid,Yes,Yes,Private toilet,Only relatives,1,1,Not shared,Private,Flush,Septic tank,Flush to septic tank,>9 years / don't know,Clean,Facility with soap,Inside compound/on plot,landlord on plot,No bin inside cubicle,No tiling,No,No,No,Finished,Yes,Female,Female,9,3,NA,None,Owner,Yes,Unimproved/not on premises,Outside and inside,1,Very clean,Clean,Clean
Kenya,58,No,Solid,No,Solid,Yes,Yes,Private toilet,Only relatives,1,1,Not shared,Private,Flush,Septic tank,Flush to septic tank,>9 years / don't know,Clean,No facility with soap,Inside compound/on plot,landlord not on plot,No bin inside cubicle,Tiling,No,No,No,Finished,Yes,Female,Female,10,3.3333333333333335,NA,Secondary,Tenant (informal),Yes,Improved on premises,Outside and inside,1,Clean,Very clean,Clean
Kenya,163,No,Solid,No,Solid,Yes,No,Private toilet,Only relatives,1,1,Not shared,Private,Flush,Septic tank,Flush to septic tank,>9 years / don't know,Clean,Facility with soap,Inside dwelling,landlord on plot,No bin inside cubicle,No tiling,No,No,No,Finished,Yes,Female,Female,5,2.5,NA,None,Owner,Yes,Improved on premises,Outside and inside,1,Very clean,Very clean,Dirty
Kenya,164,No,Solid,No,Solid,Yes,No,Private toilet,Only relatives,1,1,Not shared,Private,Improved pit latrine,Single pit,Pit latrine with slab (no water),>9 years / don't know,Not clean,No facility with soap,Inside compound/on plot,landlord not on plot,No bin inside cubicle,No tiling,No,Yes,No,Finished,Yes,Male,Male,5,1.25,408.12162024283236,Secondary,Tenant (informal),Yes,Improved on premises,Outside and inside,1,Clean,Dirty,Neither clean nor dirty
Kenya,165,Yes,Solid,No,Solid,Yes,No,Private toilet,Only relatives,1,1,Not shared,Private,Pour-flush,Septic tank,Pour flush to septic tank,>9 years / don't know,Clean,No facility with soap,Inside dwelling,landlord not on plot,No bin inside cubicle,No tiling,No,No,No,Finished,Yes,Female,Female,4,2,204.06081012141618,Primary,Tenant (informal),Yes,Unimproved/not on premises,No lock,1,Clean,Very clean,Clean
